file_name,best_sol,min_cost,avg_cost,max_cost,sd_cost,avg_time,sd_time
gs500c-1,1,620041.0,621333.7,624010.0,1305.6964127323865,49.404199,19.373565876313958
gs500c-2,5,620434.0,621046.1,622199.0,638.9323473142085,37.697817,17.054956922188698
gs500c-3,5,621578.0,622146.0,622652.0,279.17855696071405,60.48603999999999,31.026483688733475
gs500c-4,2,620437.0,620967.0,623851.0,1091.1579985399812,44.188884,17.60815340701334
gs500c-5,6,623575.0,623963.9,624740.0,446.2317409896641,48.344913,14.549509682948884
gs750a-1,8,763925.0,764084.3,764142.0,73.30461558910643,1244.0242839999999,286.6764937933852
gs750a-2,8,763702.0,763856.5,764184.0,150.27400898950484,1316.8325650000002,313.8047110510291
gs750a-3,2,764028.0,764106.1,764198.0,58.54048931200429,1120.69569,252.34657134937927
gs750a-4,10,764220.0,764327.5,764456.0,79.51275229658307,1113.0895600000001,209.58269249021905
gs750a-5,1,763776.0,763933.1,764117.0,114.36923634536615,1087.5912540000002,271.53920303715665
gs750b-1,4,797293.0,797824.4,798608.0,426.77764181779196,666.50262,214.85734194660435
gs750b-2,7,796595.0,797056.8,797619.0,309.69009599203457,615.137844,233.7149959470287
gs750b-3,5,796773.0,797446.9,798203.0,410.09550378201203,617.738073,149.90539985712962
gs750b-4,5,797035.0,797513.1,797803.0,285.4954562783015,595.3520199999999,158.19789980952297
gs750b-5,1,796466.0,797321.7,797699.0,406.66285517339526,529.19035,111.21314518503009
gs750c-1,10,900454.0,901374.2,902452.0,768.4097286676628,224.863037,104.6725598473655
gs750c-2,1,897886.0,898310.3,901245.0,1034.3796906573737,302.42316400000004,70.27023844759509
gs750c-3,3,901089.0,902632.7,904072.0,960.2047293271484,208.14182399999999,122.5542595937106
gs750c-4,1,901239.0,902683.2,904955.0,1196.208250171256,198.09690499999996,62.6856854463135
gs750c-5,10,900293.0,901133.4,903364.0,925.6491055830318,197.53515900000002,82.34350065192348
